"speciesKey"	"species"	"decimalLatitude"	"decimalLongitude"	"kingdom"	"phylum"	"class"
"73339"	1311477	"Vespa velutina"	42.582248	-1.282393	"Animalia"	"Arthropoda"	"Insecta"
"73341"	1311477	"Vespa velutina"	48.004333	0.19657	"Animalia"	"Arthropoda"	"Insecta"
"73475"	1311477	"Vespa velutina"	52.050056	8.28383	"Animalia"	"Arthropoda"	"Insecta"
"73480"	1311477	"Vespa velutina"	49.228668	9.156754	"Animalia"	"Arthropoda"	"Insecta"
"73508"	1311477	"Vespa velutina"	52.275745	10.538397	"Animalia"	"Arthropoda"	"Insecta"
"73546"	1311477	"Vespa velutina"	47.6269	12.150579	"Animalia"	"Arthropoda"	"Insecta"
"73568"	1311477	"Vespa velutina"	51.630257	10.344555	"Animalia"	"Arthropoda"	"Insecta"
"73867"	1311477	"Vespa velutina"	41.973928	-7.981286	"Animalia"	"Arthropoda"	"Insecta"
"73928"	1311477	"Vespa velutina"	46.072739	4.33036	"Animalia"	"Arthropoda"	"Insecta"
"73949"	1311477	"Vespa velutina"	39.484608	-8.172055	"Animalia"	"Arthropoda"	"Insecta"
"73953"	1311477	"Vespa velutina"	44.317106	5.822241	"Animalia"	"Arthropoda"	"Insecta"
"74058"	1311477	"Vespa velutina"	47.924802	6.537605	"Animalia"	"Arthropoda"	"Insecta"
"74068"	1311477	"Vespa velutina"	46.245892	-1.484633	"Animalia"	"Arthropoda"	"Insecta"
"74069"	1311477	"Vespa velutina"	43.428438	-2.809039	"Animalia"	"Arthropoda"	"Insecta"
"74070"	1311477	"Vespa velutina"	47.257985	3.527513	"Animalia"	"Arthropoda"	"Insecta"
"74082"	1311477	"Vespa velutina"	43.708328	-1.433703	"Animalia"	"Arthropoda"	"Insecta"
"74201"	1311477	"Vespa velutina"	43.121775	-4.082669	"Animalia"	"Arthropoda"	"Insecta"
"74225"	1311477	"Vespa velutina"	40.395669	-7.694568	"Animalia"	"Arthropoda"	"Insecta"
"74231"	1311477	"Vespa velutina"	44.14769	7.15826	"Animalia"	"Arthropoda"	"Insecta"
"74279"	1311477	"Vespa velutina"	48.832428	4.517853	"Animalia"	"Arthropoda"	"Insecta"
"74290"	1311477	"Vespa velutina"	47.167321	0.240142	"Animalia"	"Arthropoda"	"Insecta"
"74400"	1311477	"Vespa velutina"	46.353514	6.166144	"Animalia"	"Arthropoda"	"Insecta"
"74413"	1311477	"Vespa velutina"	48.881877	4.115164	"Animalia"	"Arthropoda"	"Insecta"
"74435"	1311477	"Vespa velutina"	42.936061	10.724246	"Animalia"	"Arthropoda"	"Insecta"
"74445"	1311477	"Vespa velutina"	47.03971	3.980043	"Animalia"	"Arthropoda"	"Insecta"
"74491"	1311477	"Vespa velutina"	39.402587	-7.382045	"Animalia"	"Arthropoda"	"Insecta"
"74505"	1311477	"Vespa velutina"	48.683993	-1.365938	"Animalia"	"Arthropoda"	"Insecta"
"74509"	1311477	"Vespa velutina"	46.128575	5.427883	"Animalia"	"Arthropoda"	"Insecta"
"74518"	1311477	"Vespa velutina"	50.625903	1.576701	"Animalia"	"Arthropoda"	"Insecta"
"74623"	1311477	"Vespa velutina"	50.814056	12.803289	"Animalia"	"Arthropoda"	"Insecta"
"74630"	1311477	"Vespa velutina"	50.897808	14.805007	"Animalia"	"Arthropoda"	"Insecta"
"74642"	1311477	"Vespa velutina"	47.587887	11.034221	"Animalia"	"Arthropoda"	"Insecta"
"74660"	1311477	"Vespa velutina"	52.420776	10.75253	"Animalia"	"Arthropoda"	"Insecta"
"74666"	1311477	"Vespa velutina"	52.396271	12.057983	"Animalia"	"Arthropoda"	"Insecta"
"74678"	1311477	"Vespa velutina"	53.466682	7.109284	"Animalia"	"Arthropoda"	"Insecta"
"74680"	1311477	"Vespa velutina"	52.632751	10.446816	"Animalia"	"Arthropoda"	"Insecta"
"76856"	1311477	"Vespa velutina"	49.712331	5.734734	"Animalia"	"Arthropoda"	"Insecta"
"79461"	1311477	"Vespa velutina"	50.585551	5.447297	"Animalia"	"Arthropoda"	"Insecta"
"81661"	1311477	"Vespa velutina"	50.11549	4.737806	"Animalia"	"Arthropoda"	"Insecta"
"82112"	1311477	"Vespa velutina"	50.297567	4.387906	"Animalia"	"Arthropoda"	"Insecta"
"82313"	1311477	"Vespa velutina"	49.57393	5.83012	"Animalia"	"Arthropoda"	"Insecta"
"82635"	1311477	"Vespa velutina"	49.824031	4.873638	"Animalia"	"Arthropoda"	"Insecta"
"82642"	1311477	"Vespa velutina"	50.694871	4.693123	"Animalia"	"Arthropoda"	"Insecta"
"83167"	1311477	"Vespa velutina"	47.102077	1.830898	"Animalia"	"Arthropoda"	"Insecta"
"83181"	1311477	"Vespa velutina"	49.182222	-2.060833	"Animalia"	"Arthropoda"	"Insecta"
"83237"	1311477	"Vespa velutina"	48.864994	9.430481	"Animalia"	"Arthropoda"	"Insecta"
"83240"	1311477	"Vespa velutina"	53.570091	13.907681	"Animalia"	"Arthropoda"	"Insecta"
"83280"	1311477	"Vespa velutina"	48.117275	11.16344	"Animalia"	"Arthropoda"	"Insecta"
"83289"	1311477	"Vespa velutina"	54.640724	9.776504	"Animalia"	"Arthropoda"	"Insecta"
"83353"	1311477	"Vespa velutina"	53.126358	8.257158	"Animalia"	"Arthropoda"	"Insecta"
"83354"	1311477	"Vespa velutina"	51.746372	9.394222	"Animalia"	"Arthropoda"	"Insecta"
"83384"	1311477	"Vespa velutina"	53.227009	10.30212	"Animalia"	"Arthropoda"	"Insecta"
"83393"	1311477	"Vespa velutina"	53.540897	8.081387	"Animalia"	"Arthropoda"	"Insecta"
"83466"	1311477	"Vespa velutina"	47.19996	-1.01144	"Animalia"	"Arthropoda"	"Insecta"
"83481"	1311477	"Vespa velutina"	48.13832	3.70485	"Animalia"	"Arthropoda"	"Insecta"
"83524"	1311477	"Vespa velutina"	45.70442	2.05278	"Animalia"	"Arthropoda"	"Insecta"
"83624"	1311477	"Vespa velutina"	43.60205	4.01009	"Animalia"	"Arthropoda"	"Insecta"
"83642"	1311477	"Vespa velutina"	47.455406	8.656405	"Animalia"	"Arthropoda"	"Insecta"
"83673"	1311477	"Vespa velutina"	48.469223	9.269993	"Animalia"	"Arthropoda"	"Insecta"
"83677"	1311477	"Vespa velutina"	52.410278	13.346658	"Animalia"	"Arthropoda"	"Insecta"
"83688"	1311477	"Vespa velutina"	52.332802	10.194167	"Animalia"	"Arthropoda"	"Insecta"
"83694"	1311477	"Vespa velutina"	54.324551	8.678256	"Animalia"	"Arthropoda"	"Insecta"
"83696"	1311477	"Vespa velutina"	53.352081	13.077289	"Animalia"	"Arthropoda"	"Insecta"
"83702"	1311477	"Vespa velutina"	50.444752	11.378393	"Animalia"	"Arthropoda"	"Insecta"
"83708"	1311477	"Vespa velutina"	47.490543	-7.589861	"Animalia"	"Arthropoda"	"Insecta"
"83738"	1311477	"Vespa velutina"	48.9207	10.269532	"Animalia"	"Arthropoda"	"Insecta"
"83741"	1311477	"Vespa velutina"	50.974003	14.283999	"Animalia"	"Arthropoda"	"Insecta"
"83979"	1311477	"Vespa velutina"	48.92242	3.12658	"Animalia"	"Arthropoda"	"Insecta"
"84028"	1311477	"Vespa velutina"	50.004139	9.752147	"Animalia"	"Arthropoda"	"Insecta"
"84037"	1311477	"Vespa velutina"	50.273865	9.995328	"Animalia"	"Arthropoda"	"Insecta"
"84053"	1311477	"Vespa velutina"	52.479679	9.808665	"Animalia"	"Arthropoda"	"Insecta"
"84185"	1311477	"Vespa velutina"	48.783208	5.439851	"Animalia"	"Arthropoda"	"Insecta"
"84196"	1311477	"Vespa velutina"	47.465337	4.544597	"Animalia"	"Arthropoda"	"Insecta"
"84315"	1311477	"Vespa velutina"	53.435055	11.185062	"Animalia"	"Arthropoda"	"Insecta"
"84329"	1311477	"Vespa velutina"	53.909199	13.046404	"Animalia"	"Arthropoda"	"Insecta"
"84344"	1311477	"Vespa velutina"	42.137189	1.587176	"Animalia"	"Arthropoda"	"Insecta"
"84425"	1311477	"Vespa velutina"	45.038716	5.657417	"Animalia"	"Arthropoda"	"Insecta"
"84500"	1311477	"Vespa velutina"	48.349526	0.24694	"Animalia"	"Arthropoda"	"Insecta"
"84664"	1311477	"Vespa velutina"	46.2583	-0.5448	"Animalia"	"Arthropoda"	"Insecta"
"84710"	1311477	"Vespa velutina"	42.8886	-0.54427	"Animalia"	"Arthropoda"	"Insecta"
"84720"	1311477	"Vespa velutina"	47.83123	1.76709	"Animalia"	"Arthropoda"	"Insecta"
"84761"	1311477	"Vespa velutina"	47.57281	1.3659	"Animalia"	"Arthropoda"	"Insecta"
"84902"	1311477	"Vespa velutina"	41.263362	-8.049607	"Animalia"	"Arthropoda"	"Insecta"
"84948"	1311477	"Vespa velutina"	53.159908	12.765559	"Animalia"	"Arthropoda"	"Insecta"
"84960"	1311477	"Vespa velutina"	49.759743	9.558039	"Animalia"	"Arthropoda"	"Insecta"
"84972"	1311477	"Vespa velutina"	49.685841	10.531709	"Animalia"	"Arthropoda"	"Insecta"
"84976"	1311477	"Vespa velutina"	53.800568	8.660937	"Animalia"	"Arthropoda"	"Insecta"
"84991"	1311477	"Vespa velutina"	48.04163	14.31767	"Animalia"	"Arthropoda"	"Insecta"
"84992"	1311477	"Vespa velutina"	47.951698	16.832048	"Animalia"	"Arthropoda"	"Insecta"
"85031"	1311477	"Vespa velutina"	52.267448	9.128433	"Animalia"	"Arthropoda"	"Insecta"
"85033"	1311477	"Vespa velutina"	52.201214	7.040429	"Animalia"	"Arthropoda"	"Insecta"
"85035"	1311477	"Vespa velutina"	50.707092	6.18289	"Animalia"	"Arthropoda"	"Insecta"
"85041"	1311477	"Vespa velutina"	52.735477	14.211849	"Animalia"	"Arthropoda"	"Insecta"
"85054"	1311477	"Vespa velutina"	42.934027	-1.939527	"Animalia"	"Arthropoda"	"Insecta"
"85072"	1311477	"Vespa velutina"	42.103678	1.855339	"Animalia"	"Arthropoda"	"Insecta"
"85075"	1311477	"Vespa velutina"	43.0018	-7.53382	"Animalia"	"Arthropoda"	"Insecta"
"85076"	1311477	"Vespa velutina"	42.680033	-2.059065	"Animalia"	"Arthropoda"	"Insecta"
"85126"	1311477	"Vespa velutina"	50.594185	12.152088	"Animalia"	"Arthropoda"	"Insecta"
"85129"	1311477	"Vespa velutina"	48.914837	11.912868	"Animalia"	"Arthropoda"	"Insecta"
"85199"	1311477	"Vespa velutina"	47.813988	7.565395	"Animalia"	"Arthropoda"	"Insecta"
"85223"	1311477	"Vespa velutina"	49.993256	8.679657	"Animalia"	"Arthropoda"	"Insecta"
"85225"	1311477	"Vespa velutina"	50.912327	13.317535	"Animalia"	"Arthropoda"	"Insecta"
"85227"	1311477	"Vespa velutina"	50.26421	11.935086	"Animalia"	"Arthropoda"	"Insecta"
"85229"	1311477	"Vespa velutina"	48.073582	10.199673	"Animalia"	"Arthropoda"	"Insecta"
"85239"	1311477	"Vespa velutina"	52.62804	13.27813	"Animalia"	"Arthropoda"	"Insecta"
"85350"	1311477	"Vespa velutina"	41.413864	2.09729	"Animalia"	"Arthropoda"	"Insecta"
"85409"	1311477	"Vespa velutina"	46.896605	3.471283	"Animalia"	"Arthropoda"	"Insecta"
"85528"	1311477	"Vespa velutina"	45.8704	3.61205	"Animalia"	"Arthropoda"	"Insecta"
"85641"	1311477	"Vespa velutina"	42.586078	-9.062319	"Animalia"	"Arthropoda"	"Insecta"
"88820"	1311477	"Vespa velutina"	47.472564	6.274021	"Animalia"	"Arthropoda"	"Insecta"
"88844"	1311477	"Vespa velutina"	39.939445	-8.189167	"Animalia"	"Arthropoda"	"Insecta"
"88894"	1311477	"Vespa velutina"	49.673073	8.612711	"Animalia"	"Arthropoda"	"Insecta"
"88895"	1311477	"Vespa velutina"	51.849483	10.736668	"Animalia"	"Arthropoda"	"Insecta"
"89088"	1311477	"Vespa velutina"	43.58015	4.88762	"Animalia"	"Arthropoda"	"Insecta"
"89168"	1311477	"Vespa velutina"	47.83101	1.70788	"Animalia"	"Arthropoda"	"Insecta"
"89300"	1311477	"Vespa velutina"	41.556158	-8.395375	"Animalia"	"Arthropoda"	"Insecta"
"89418"	1311477	"Vespa velutina"	49.162983	5.388888	"Animalia"	"Arthropoda"	"Insecta"
"89476"	1311477	"Vespa velutina"	45.43802	4.410208	"Animalia"	"Arthropoda"	"Insecta"
"89539"	1311477	"Vespa velutina"	43.20322	-7.534113	"Animalia"	"Arthropoda"	"Insecta"
"89729"	1311477	"Vespa velutina"	43.59652	5.581092	"Animalia"	"Arthropoda"	"Insecta"
"89793"	1311477	"Vespa velutina"	40.543315	-7.487003	"Animalia"	"Arthropoda"	"Insecta"
"89819"	1311477	"Vespa velutina"	48.455845	-5.092122	"Animalia"	"Arthropoda"	"Insecta"
"89908"	1311477	"Vespa velutina"	38.54057	-8.933563	"Animalia"	"Arthropoda"	"Insecta"
"90138"	1311477	"Vespa velutina"	49.595578	1.413472	"Animalia"	"Arthropoda"	"Insecta"
"90148"	1311477	"Vespa velutina"	46.439407	6.910469	"Animalia"	"Arthropoda"	"Insecta"
"90154"	1311477	"Vespa velutina"	42.170338	0.025433	"Animalia"	"Arthropoda"	"Insecta"
"90339"	1311477	"Vespa velutina"	43.655686	-5.847422	"Animalia"	"Arthropoda"	"Insecta"
"90346"	1311477	"Vespa velutina"	47.407277	3.749513	"Animalia"	"Arthropoda"	"Insecta"
"90472"	1311477	"Vespa velutina"	43.843363	10.494903	"Animalia"	"Arthropoda"	"Insecta"
"90752"	1311477	"Vespa velutina"	45.715897	3.215025	"Animalia"	"Arthropoda"	"Insecta"
"90797"	1311477	"Vespa velutina"	48.623764	-3.843366	"Animalia"	"Arthropoda"	"Insecta"
"90857"	1311477	"Vespa velutina"	49.711147	-2.212781	"Animalia"	"Arthropoda"	"Insecta"
"90876"	1311477	"Vespa velutina"	43.688761	10.761386	"Animalia"	"Arthropoda"	"Insecta"
"90966"	1311477	"Vespa velutina"	41.718648	-7.452132	"Animalia"	"Arthropoda"	"Insecta"
"91083"	1311477	"Vespa velutina"	38.68851	-9.362903	"Animalia"	"Arthropoda"	"Insecta"
"91155"	1311477	"Vespa velutina"	39.89137	-8.097556	"Animalia"	"Arthropoda"	"Insecta"
"91290"	1311477	"Vespa velutina"	42.3744	1.88773	"Animalia"	"Arthropoda"	"Insecta"
"91345"	1311477	"Vespa velutina"	48.299561	10.982923	"Animalia"	"Arthropoda"	"Insecta"
"91358"	1311477	"Vespa velutina"	49.701199	12.214657	"Animalia"	"Arthropoda"	"Insecta"
"91360"	1311477	"Vespa velutina"	50.135143	10.898659	"Animalia"	"Arthropoda"	"Insecta"
"91378"	1311477	"Vespa velutina"	47.682274	8.978669	"Animalia"	"Arthropoda"	"Insecta"
"91394"	1311477	"Vespa velutina"	50.901421	12.719762	"Animalia"	"Arthropoda"	"Insecta"
"91407"	1311477	"Vespa velutina"	53.274857	9.724187	"Animalia"	"Arthropoda"	"Insecta"
"91439"	1311477	"Vespa velutina"	51.505997	13.751726	"Animalia"	"Arthropoda"	"Insecta"
"91516"	1311477	"Vespa velutina"	47.681454	8.666777	"Animalia"	"Arthropoda"	"Insecta"
"91698"	1311477	"Vespa velutina"	42.604799	-5.582661	"Animalia"	"Arthropoda"	"Insecta"
"91736"	1311477	"Vespa velutina"	39.583456	-8.075879	"Animalia"	"Arthropoda"	"Insecta"
"91737"	1311477	"Vespa velutina"	47.473264	-0.522066	"Animalia"	"Arthropoda"	"Insecta"
"91741"	1311477	"Vespa velutina"	50.506402	2.479969	"Animalia"	"Arthropoda"	"Insecta"
"91887"	1311477	"Vespa velutina"	48.831368	-3.490865	"Animalia"	"Arthropoda"	"Insecta"
"91957"	1311477	"Vespa velutina"	47.303251	7.247618	"Animalia"	"Arthropoda"	"Insecta"
"92046"	1311477	"Vespa velutina"	42.388333	1.13485	"Animalia"	"Arthropoda"	"Insecta"
"92498"	1311477	"Vespa velutina"	43.911868	4.778549	"Animalia"	"Arthropoda"	"Insecta"
"92505"	1311477	"Vespa velutina"	43.14307	3.122072	"Animalia"	"Arthropoda"	"Insecta"
"92535"	1311477	"Vespa velutina"	46.293705	6.242333	"Animalia"	"Arthropoda"	"Insecta"
"92653"	1311477	"Vespa velutina"	47.221741	4.965392	"Animalia"	"Arthropoda"	"Insecta"
"92851"	1311477	"Vespa velutina"	46.313553	6.97177	"Animalia"	"Arthropoda"	"Insecta"
"92964"	1311477	"Vespa velutina"	42.385848	3.15889	"Animalia"	"Arthropoda"	"Insecta"
"93022"	1311477	"Vespa velutina"	42.947587	-6.392893	"Animalia"	"Arthropoda"	"Insecta"
"93085"	1311477	"Vespa velutina"	41.191117	1.60555	"Animalia"	"Arthropoda"	"Insecta"
"93133"	1311477	"Vespa velutina"	48.036988	-4.851483	"Animalia"	"Arthropoda"	"Insecta"
"93218"	1311477	"Vespa velutina"	47.188386	7.715356	"Animalia"	"Arthropoda"	"Insecta"
"93295"	1311477	"Vespa velutina"	45.803613	0.331911	"Animalia"	"Arthropoda"	"Insecta"
"93373"	1311477	"Vespa velutina"	48.459091	-2.03572	"Animalia"	"Arthropoda"	"Insecta"
"93394"	1311477	"Vespa velutina"	41.961608	2.822278	"Animalia"	"Arthropoda"	"Insecta"
"93502"	1311477	"Vespa velutina"	42.737596	-3.411584	"Animalia"	"Arthropoda"	"Insecta"
"93714"	1311477	"Vespa velutina"	40.377532	-8.36724	"Animalia"	"Arthropoda"	"Insecta"
"93744"	1311477	"Vespa velutina"	46.213455	1.762928	"Animalia"	"Arthropoda"	"Insecta"
"94005"	1311477	"Vespa velutina"	40.571109	-7.233032	"Animalia"	"Arthropoda"	"Insecta"
"94233"	1311477	"Vespa velutina"	48.112636	4.3831	"Animalia"	"Arthropoda"	"Insecta"
"94299"	1311477	"Vespa velutina"	41.5538	1.698221	"Animalia"	"Arthropoda"	"Insecta"
"94325"	1311477	"Vespa velutina"	40.389507	-8.616005	"Animalia"	"Arthropoda"	"Insecta"
"94521"	1311477	"Vespa velutina"	49.4265	0.60517	"Animalia"	"Arthropoda"	"Insecta"
"94653"	1311477	"Vespa velutina"	43.15408	0.09445	"Animalia"	"Arthropoda"	"Insecta"
"94694"	1311477	"Vespa velutina"	46.35928	-0.30203	"Animalia"	"Arthropoda"	"Insecta"
"94945"	1311477	"Vespa velutina"	48.35442	-4.39453	"Animalia"	"Arthropoda"	"Insecta"
"95093"	1311477	"Vespa velutina"	43.71096	7.24818	"Animalia"	"Arthropoda"	"Insecta"
"95164"	1311477	"Vespa velutina"	43.50234	-1.45635	"Animalia"	"Arthropoda"	"Insecta"
"95496"	1311477	"Vespa velutina"	48.92234	7.25607	"Animalia"	"Arthropoda"	"Insecta"
"95590"	1311477	"Vespa velutina"	48.3496	1.50229	"Animalia"	"Arthropoda"	"Insecta"
"95687"	1311477	"Vespa velutina"	48.12587	-1.19609	"Animalia"	"Arthropoda"	"Insecta"
"95725"	1311477	"Vespa velutina"	45.40244	2.50061	"Animalia"	"Arthropoda"	"Insecta"
"95779"	1311477	"Vespa velutina"	47.00564	-2.23875	"Animalia"	"Arthropoda"	"Insecta"
"96061"	1311477	"Vespa velutina"	49.87917	2.30414	"Animalia"	"Arthropoda"	"Insecta"
"96275"	1311477	"Vespa velutina"	48.14083	3.18541	"Animalia"	"Arthropoda"	"Insecta"
"96295"	1311477	"Vespa velutina"	46.71274	-1.91168	"Animalia"	"Arthropoda"	"Insecta"
"96361"	1311477	"Vespa velutina"	48.31159	-3.16553	"Animalia"	"Arthropoda"	"Insecta"
"96591"	1311477	"Vespa velutina"	48.27984	-3.56875	"Animalia"	"Arthropoda"	"Insecta"
"96898"	1311477	"Vespa velutina"	47.80099	3.55873	"Animalia"	"Arthropoda"	"Insecta"
"96947"	1311477	"Vespa velutina"	44.44012	2.45421	"Animalia"	"Arthropoda"	"Insecta"
"96968"	1311477	"Vespa velutina"	44.57507	4.39998	"Animalia"	"Arthropoda"	"Insecta"
"97026"	1311477	"Vespa velutina"	47.87376	-0.68514	"Animalia"	"Arthropoda"	"Insecta"
"97202"	1311477	"Vespa velutina"	47.77181	-3.01592	"Animalia"	"Arthropoda"	"Insecta"
"97211"	1311477	"Vespa velutina"	44.60558	0.34711	"Animalia"	"Arthropoda"	"Insecta"
"97219"	1311477	"Vespa velutina"	48.06129	5.96362	"Animalia"	"Arthropoda"	"Insecta"
"97265"	1311477	"Vespa velutina"	43.67984	1.48296	"Animalia"	"Arthropoda"	"Insecta"
"97302"	1311477	"Vespa velutina"	49.14084	2.29942	"Animalia"	"Arthropoda"	"Insecta"
"97671"	1311477	"Vespa velutina"	44.18662	7.04742	"Animalia"	"Arthropoda"	"Insecta"
"97742"	1311477	"Vespa velutina"	49.7596	2.06964	"Animalia"	"Arthropoda"	"Insecta"
"97889"	1311477	"Vespa velutina"	47.29334	1.76264	"Animalia"	"Arthropoda"	"Insecta"
"98084"	1311477	"Vespa velutina"	46.25691	0.68552	"Animalia"	"Arthropoda"	"Insecta"
"98314"	1311477	"Vespa velutina"	46.54872	-1.40707	"Animalia"	"Arthropoda"	"Insecta"
"98344"	1311477	"Vespa velutina"	43.20733	2.74936	"Animalia"	"Arthropoda"	"Insecta"
"98366"	1311477	"Vespa velutina"	46.5801	1.08142	"Animalia"	"Arthropoda"	"Insecta"
"98435"	1311477	"Vespa velutina"	48.65183	0.19857	"Animalia"	"Arthropoda"	"Insecta"
"98588"	1311477	"Vespa velutina"	46.97334	-0.22207	"Animalia"	"Arthropoda"	"Insecta"
"98673"	1311477	"Vespa velutina"	49.50308	1.03863	"Animalia"	"Arthropoda"	"Insecta"
"98899"	1311477	"Vespa velutina"	46.74478	-1.60035	"Animalia"	"Arthropoda"	"Insecta"
"98901"	1311477	"Vespa velutina"	44.6784	2.14971	"Animalia"	"Arthropoda"	"Insecta"
"98917"	1311477	"Vespa velutina"	43.87853	5.02698	"Animalia"	"Arthropoda"	"Insecta"
"98929"	1311477	"Vespa velutina"	49.44745	2.06029	"Animalia"	"Arthropoda"	"Insecta"
"99346"	1311477	"Vespa velutina"	44.40684	2.63092	"Animalia"	"Arthropoda"	"Insecta"
"99389"	1311477	"Vespa velutina"	47.15853	0.99629	"Animalia"	"Arthropoda"	"Insecta"
"99397"	1311477	"Vespa velutina"	43.65886	7.00453	"Animalia"	"Arthropoda"	"Insecta"
"99515"	1311477	"Vespa velutina"	43.35307	-0.53269	"Animalia"	"Arthropoda"	"Insecta"
"99552"	1311477	"Vespa velutina"	44.12761	8.25428	"Animalia"	"Arthropoda"	"Insecta"
"99896"	1311477	"Vespa velutina"	45.22706	1.2793	"Animalia"	"Arthropoda"	"Insecta"
"100087"	1311477	"Vespa velutina"	48.2669	0.9101	"Animalia"	"Arthropoda"	"Insecta"
"100304"	1311477	"Vespa velutina"	45.04575	5.31532	"Animalia"	"Arthropoda"	"Insecta"
"100368"	1311477	"Vespa velutina"	43.096	-0.42958	"Animalia"	"Arthropoda"	"Insecta"
"100421"	1311477	"Vespa velutina"	47.24204	-1.53654	"Animalia"	"Arthropoda"	"Insecta"
"100484"	1311477	"Vespa velutina"	47.64367	-3.46092	"Animalia"	"Arthropoda"	"Insecta"
"100517"	1311477	"Vespa velutina"	43.50299	2.36518	"Animalia"	"Arthropoda"	"Insecta"
"100556"	1311477	"Vespa velutina"	48.25459	-1.28401	"Animalia"	"Arthropoda"	"Insecta"
"100688"	1311477	"Vespa velutina"	42.95083	1.96271	"Animalia"	"Arthropoda"	"Insecta"
"100735"	1311477	"Vespa velutina"	45.54645	2.3045	"Animalia"	"Arthropoda"	"Insecta"
"100736"	1311477	"Vespa velutina"	46.17961	0.34657	"Animalia"	"Arthropoda"	"Insecta"
"101012"	1311477	"Vespa velutina"	44.53256	0.97219	"Animalia"	"Arthropoda"	"Insecta"
"101085"	1311477	"Vespa velutina"	48.56766	7.26799	"Animalia"	"Arthropoda"	"Insecta"
"101136"	1311477	"Vespa velutina"	43.43545	6.10814	"Animalia"	"Arthropoda"	"Insecta"
"101335"	1311477	"Vespa velutina"	46.57021	-0.88082	"Animalia"	"Arthropoda"	"Insecta"
"101413"	1311477	"Vespa velutina"	45.4343	-0.70421	"Animalia"	"Arthropoda"	"Insecta"
"101842"	1311477	"Vespa velutina"	43.09187	0.94981	"Animalia"	"Arthropoda"	"Insecta"
"102168"	1311477	"Vespa velutina"	43.36822	-1.26601	"Animalia"	"Arthropoda"	"Insecta"
"102624"	1311477	"Vespa velutina"	45.7405	-0.65156	"Animalia"	"Arthropoda"	"Insecta"
"102633"	1311477	"Vespa velutina"	45.2925	1.44833	"Animalia"	"Arthropoda"	"Insecta"
"102711"	1311477	"Vespa velutina"	47.87514	-3.92017	"Animalia"	"Arthropoda"	"Insecta"
"102909"	1311477	"Vespa velutina"	45.19103	3.3665	"Animalia"	"Arthropoda"	"Insecta"
"103048"	1311477	"Vespa velutina"	44.76501	-0.60043	"Animalia"	"Arthropoda"	"Insecta"
"103060"	1311477	"Vespa velutina"	44.75649	5.37849	"Animalia"	"Arthropoda"	"Insecta"
"103107"	1311477	"Vespa velutina"	48.38521	-0.84758	"Animalia"	"Arthropoda"	"Insecta"
"103167"	1311477	"Vespa velutina"	46.11661	5.16234	"Animalia"	"Arthropoda"	"Insecta"
"103177"	1311477	"Vespa velutina"	48.8378	2.30883	"Animalia"	"Arthropoda"	"Insecta"
"103197"	1311477	"Vespa velutina"	49.54916	2.7509	"Animalia"	"Arthropoda"	"Insecta"
"103210"	1311477	"Vespa velutina"	45.03775	-0.13839	"Animalia"	"Arthropoda"	"Insecta"
"103275"	1311477	"Vespa velutina"	47.44962	6.80604	"Animalia"	"Arthropoda"	"Insecta"
"103369"	1311477	"Vespa velutina"	45.13774	0.78015	"Animalia"	"Arthropoda"	"Insecta"
"103433"	1311477	"Vespa velutina"	44.89833	1.47167	"Animalia"	"Arthropoda"	"Insecta"
"103448"	1311477	"Vespa velutina"	45.77946	1.08102	"Animalia"	"Arthropoda"	"Insecta"
"103480"	1311477	"Vespa velutina"	43.32526	-0.29508	"Animalia"	"Arthropoda"	"Insecta"
"103543"	1311477	"Vespa velutina"	46.35541	0.46026	"Animalia"	"Arthropoda"	"Insecta"
"103578"	1311477	"Vespa velutina"	44.33115	0.69912	"Animalia"	"Arthropoda"	"Insecta"
"103727"	1311477	"Vespa velutina"	48.65021	-2.38118	"Animalia"	"Arthropoda"	"Insecta"
"103790"	1311477	"Vespa velutina"	49.55549	0.36555	"Animalia"	"Arthropoda"	"Insecta"
"103845"	1311477	"Vespa velutina"	46.78587	-0.84312	"Animalia"	"Arthropoda"	"Insecta"
"103886"	1311477	"Vespa velutina"	45.06758	2.65678	"Animalia"	"Arthropoda"	"Insecta"
"103895"	1311477	"Vespa velutina"	47.03622	2.65249	"Animalia"	"Arthropoda"	"Insecta"
"103937"	1311477	"Vespa velutina"	46.03845	1.18258	"Animalia"	"Arthropoda"	"Insecta"
"103967"	1311477	"Vespa velutina"	47.16638	1.57104	"Animalia"	"Arthropoda"	"Insecta"
"104603"	1311477	"Vespa velutina"	43.28361	1.73889	"Animalia"	"Arthropoda"	"Insecta"
"104648"	1311477	"Vespa velutina"	45.07918	-1.03537	"Animalia"	"Arthropoda"	"Insecta"
"104660"	1311477	"Vespa velutina"	45.90143	-0.27432	"Animalia"	"Arthropoda"	"Insecta"
"104694"	1311477	"Vespa velutina"	46.71216	2.50831	"Animalia"	"Arthropoda"	"Insecta"
"104819"	1311477	"Vespa velutina"	46.57206	0.33615	"Animalia"	"Arthropoda"	"Insecta"
"104826"	1311477	"Vespa velutina"	47.81131	3.42549	"Animalia"	"Arthropoda"	"Insecta"
"104859"	1311477	"Vespa velutina"	49.32639	3.21497	"Animalia"	"Arthropoda"	"Insecta"
