"speciesKey"	"species"	"decimalLatitude"	"decimalLongitude"	"kingdom"	"phylum"	"class"
"22"	1311477	"Vespa velutina"	41.973421	-8.372617	"Animalia"	"Arthropoda"	"Insecta"
"23"	1311477	"Vespa velutina"	48.891666	2.295	"Animalia"	"Arthropoda"	"Insecta"
"24"	1311477	"Vespa velutina"	51.03086	5.008681	"Animalia"	"Arthropoda"	"Insecta"
"25"	1311477	"Vespa velutina"	51.109564	2.652705	"Animalia"	"Arthropoda"	"Insecta"
"26"	1311477	"Vespa velutina"	51.238793	2.956131	"Animalia"	"Arthropoda"	"Insecta"
"27"	1311477	"Vespa velutina"	40.637932	-8.650863	"Animalia"	"Arthropoda"	"Insecta"
"28"	1311477	"Vespa velutina"	51.078529	3.414633	"Animalia"	"Arthropoda"	"Insecta"
"29"	1311477	"Vespa velutina"	45.766388	4.828455	"Animalia"	"Arthropoda"	"Insecta"
"30"	1311477	"Vespa velutina"	51.185905	3.188375	"Animalia"	"Arthropoda"	"Insecta"
"31"	1311477	"Vespa velutina"	51.063813	3.764657	"Animalia"	"Arthropoda"	"Insecta"
"32"	1311477	"Vespa velutina"	51.072512	2.671732	"Animalia"	"Arthropoda"	"Insecta"
"33"	1311477	"Vespa velutina"	50.812724	3.705571	"Animalia"	"Arthropoda"	"Insecta"
"34"	1311477	"Vespa velutina"	50.825182	4.428663	"Animalia"	"Arthropoda"	"Insecta"
"35"	1311477	"Vespa velutina"	50.924733	4.335778	"Animalia"	"Arthropoda"	"Insecta"
"36"	1311477	"Vespa velutina"	50.800158	4.367641	"Animalia"	"Arthropoda"	"Insecta"
"37"	1311477	"Vespa velutina"	50.7393	4.076679	"Animalia"	"Arthropoda"	"Insecta"
"38"	1311477	"Vespa velutina"	42.238072	3.207572	"Animalia"	"Arthropoda"	"Insecta"
"39"	1311477	"Vespa velutina"	51.066269	3.433311	"Animalia"	"Arthropoda"	"Insecta"
"40"	1311477	"Vespa velutina"	44.416591	5.159944	"Animalia"	"Arthropoda"	"Insecta"
"41"	1311477	"Vespa velutina"	44.005658	4.874113	"Animalia"	"Arthropoda"	"Insecta"
"42"	1311477	"Vespa velutina"	49.00941	8.42284	"Animalia"	"Arthropoda"	"Insecta"
"43"	1311477	"Vespa velutina"	50.958984	3.132429	"Animalia"	"Arthropoda"	"Insecta"
"44"	1311477	"Vespa velutina"	43.993531	7.758078	"Animalia"	"Arthropoda"	"Insecta"
"45"	1311477	"Vespa velutina"	50.969669	5.514447	"Animalia"	"Arthropoda"	"Insecta"
"46"	1311477	"Vespa velutina"	43.700278	7.293669	"Animalia"	"Arthropoda"	"Insecta"
"47"	1311477	"Vespa velutina"	49.394167	4.703611	"Animalia"	"Arthropoda"	"Insecta"
"48"	1311477	"Vespa velutina"	51.147199	2.761621	"Animalia"	"Arthropoda"	"Insecta"
"49"	1311477	"Vespa velutina"	51.043908	3.476698	"Animalia"	"Arthropoda"	"Insecta"
"50"	1311477	"Vespa velutina"	44.216367	5.083623	"Animalia"	"Arthropoda"	"Insecta"
"51"	1311477	"Vespa velutina"	40.274715	-7.496351	"Animalia"	"Arthropoda"	"Insecta"
"52"	1311477	"Vespa velutina"	50.878662	4.65043	"Animalia"	"Arthropoda"	"Insecta"
"53"	1311477	"Vespa velutina"	43.413479	-4.751995	"Animalia"	"Arthropoda"	"Insecta"
"54"	1311477	"Vespa velutina"	45.059961	1.652483	"Animalia"	"Arthropoda"	"Insecta"
"55"	1311477	"Vespa velutina"	45.649563	1.145559	"Animalia"	"Arthropoda"	"Insecta"
"56"	1311477	"Vespa velutina"	50.762978	4.466676	"Animalia"	"Arthropoda"	"Insecta"
"57"	1311477	"Vespa velutina"	50.830126	4.446344	"Animalia"	"Arthropoda"	"Insecta"
"58"	1311477	"Vespa velutina"	39.991753	-8.789124	"Animalia"	"Arthropoda"	"Insecta"
"59"	1311477	"Vespa velutina"	51.104098	2.597915	"Animalia"	"Arthropoda"	"Insecta"
"60"	1311477	"Vespa velutina"	43.4734	-5.215	"Animalia"	"Arthropoda"	"Insecta"
"61"	1311477	"Vespa velutina"	51.257759	3.210776	"Animalia"	"Arthropoda"	"Insecta"
"62"	1311477	"Vespa velutina"	43.631247	3.84363	"Animalia"	"Arthropoda"	"Insecta"
"63"	1311477	"Vespa velutina"	43.195598	-3.569136	"Animalia"	"Arthropoda"	"Insecta"
"64"	1311477	"Vespa velutina"	43.547222	1.348333	"Animalia"	"Arthropoda"	"Insecta"
"65"	1311477	"Vespa velutina"	50.573508	3.767182	"Animalia"	"Arthropoda"	"Insecta"
"66"	1311477	"Vespa velutina"	50.979921	4.753296	"Animalia"	"Arthropoda"	"Insecta"
"67"	1311477	"Vespa velutina"	43.333097	-1.802949	"Animalia"	"Arthropoda"	"Insecta"
"68"	1311477	"Vespa velutina"	50.812847	2.932792	"Animalia"	"Arthropoda"	"Insecta"
"69"	1311477	"Vespa velutina"	50.996173	4.687139	"Animalia"	"Arthropoda"	"Insecta"
"70"	1311477	"Vespa velutina"	49.378791	1.516306	"Animalia"	"Arthropoda"	"Insecta"
"71"	1311477	"Vespa velutina"	50.926894	4.333881	"Animalia"	"Arthropoda"	"Insecta"
"72"	1311477	"Vespa velutina"	43.152383	6.437744	"Animalia"	"Arthropoda"	"Insecta"
"73"	1311477	"Vespa velutina"	50.812209	4.048361	"Animalia"	"Arthropoda"	"Insecta"
"74"	1311477	"Vespa velutina"	48.833588	2.437067	"Animalia"	"Arthropoda"	"Insecta"
"75"	1311477	"Vespa velutina"	42.262128	2.958388	"Animalia"	"Arthropoda"	"Insecta"
"76"	1311477	"Vespa velutina"	49.957368	8.356565	"Animalia"	"Arthropoda"	"Insecta"
"77"	1311477	"Vespa velutina"	50.812755	3.373481	"Animalia"	"Arthropoda"	"Insecta"
"78"	1311477	"Vespa velutina"	41.388044	2.183634	"Animalia"	"Arthropoda"	"Insecta"
"79"	1311477	"Vespa velutina"	48.857668	2.294287	"Animalia"	"Arthropoda"	"Insecta"
"80"	1311477	"Vespa velutina"	50.804632	3.713338	"Animalia"	"Arthropoda"	"Insecta"
"81"	1311477	"Vespa velutina"	41.595574	1.836824	"Animalia"	"Arthropoda"	"Insecta"
"82"	1311477	"Vespa velutina"	50.798288	2.746298	"Animalia"	"Arthropoda"	"Insecta"
"83"	1311477	"Vespa velutina"	43.549187	6.984045	"Animalia"	"Arthropoda"	"Insecta"
"84"	1311477	"Vespa velutina"	43.42844	3.598958	"Animalia"	"Arthropoda"	"Insecta"
"85"	1311477	"Vespa velutina"	43.035474	1.111963	"Animalia"	"Arthropoda"	"Insecta"
"86"	1311477	"Vespa velutina"	50.761621	3.880184	"Animalia"	"Arthropoda"	"Insecta"
"87"	1311477	"Vespa velutina"	51.343871	4.477261	"Animalia"	"Arthropoda"	"Insecta"
"88"	1311477	"Vespa velutina"	49.524242	0.722528	"Animalia"	"Arthropoda"	"Insecta"
"89"	1311477	"Vespa velutina"	40.763706	-8.710867	"Animalia"	"Arthropoda"	"Insecta"
"90"	1311477	"Vespa velutina"	51.062357	3.751718	"Animalia"	"Arthropoda"	"Insecta"
"91"	1311477	"Vespa velutina"	50.737014	4.336828	"Animalia"	"Arthropoda"	"Insecta"
"92"	1311477	"Vespa velutina"	43.02306	-0.92066	"Animalia"	"Arthropoda"	"Insecta"
"93"	1311477	"Vespa velutina"	44.85013	-0.70287	"Animalia"	"Arthropoda"	"Insecta"
"94"	1311477	"Vespa velutina"	46.403951	0.724267	"Animalia"	"Arthropoda"	"Insecta"
"95"	1311477	"Vespa velutina"	42.941711	-6.576239	"Animalia"	"Arthropoda"	"Insecta"
"96"	1311477	"Vespa velutina"	47.197063	-1.594631	"Animalia"	"Arthropoda"	"Insecta"
"97"	1311477	"Vespa velutina"	43.392568	-2.701604	"Animalia"	"Arthropoda"	"Insecta"
"98"	1311477	"Vespa velutina"	43.925659	5.207851	"Animalia"	"Arthropoda"	"Insecta"
"99"	1311477	"Vespa velutina"	41.446411	1.723933	"Animalia"	"Arthropoda"	"Insecta"
"100"	1311477	"Vespa velutina"	38.725734	-9.205764	"Animalia"	"Arthropoda"	"Insecta"
"101"	1311477	"Vespa velutina"	50.109726	1.456782	"Animalia"	"Arthropoda"	"Insecta"
"102"	1311477	"Vespa velutina"	51.150726	6.204075	"Animalia"	"Arthropoda"	"Insecta"
"103"	1311477	"Vespa velutina"	45.093004	1.89374	"Animalia"	"Arthropoda"	"Insecta"
"104"	1311477	"Vespa velutina"	49.518062	8.399103	"Animalia"	"Arthropoda"	"Insecta"
"105"	1311477	"Vespa velutina"	45.556878	5.790028	"Animalia"	"Arthropoda"	"Insecta"
"106"	1311477	"Vespa velutina"	49.749814	0.350183	"Animalia"	"Arthropoda"	"Insecta"
"107"	1311477	"Vespa velutina"	42.500814	-8.614837	"Animalia"	"Arthropoda"	"Insecta"
"108"	1311477	"Vespa velutina"	49.676198	-1.739458	"Animalia"	"Arthropoda"	"Insecta"
"109"	1311477	"Vespa velutina"	48.623881	4.706781	"Animalia"	"Arthropoda"	"Insecta"
"110"	1311477	"Vespa velutina"	49.427654	0.227957	"Animalia"	"Arthropoda"	"Insecta"
"111"	1311477	"Vespa velutina"	40.674713	-8.746833	"Animalia"	"Arthropoda"	"Insecta"
"112"	1311477	"Vespa velutina"	44.684219	4.234605	"Animalia"	"Arthropoda"	"Insecta"
"113"	1311477	"Vespa velutina"	47.646922	-3.488613	"Animalia"	"Arthropoda"	"Insecta"
"114"	1311477	"Vespa velutina"	47.222187	-1.518073	"Animalia"	"Arthropoda"	"Insecta"
"115"	1311477	"Vespa velutina"	47.253469	-2.318493	"Animalia"	"Arthropoda"	"Insecta"
"116"	1311477	"Vespa velutina"	42.815252	-1.639855	"Animalia"	"Arthropoda"	"Insecta"
"117"	1311477	"Vespa velutina"	43.724129	6.17897	"Animalia"	"Arthropoda"	"Insecta"
"118"	1311477	"Vespa velutina"	45.093004	1.89374	"Animalia"	"Arthropoda"	"Insecta"
"119"	1311477	"Vespa velutina"	46.17215	3.746898	"Animalia"	"Arthropoda"	"Insecta"
"120"	1311477	"Vespa velutina"	42.80875	-1.599589	"Animalia"	"Arthropoda"	"Insecta"
"121"	1311477	"Vespa velutina"	42.555904	3.031355	"Animalia"	"Arthropoda"	"Insecta"
"122"	1311477	"Vespa velutina"	47.689588	-1.007411	"Animalia"	"Arthropoda"	"Insecta"
"123"	1311477	"Vespa velutina"	45.763775	4.826577	"Animalia"	"Arthropoda"	"Insecta"
"124"	1311477	"Vespa velutina"	43.712452	4.019669	"Animalia"	"Arthropoda"	"Insecta"
"125"	1311477	"Vespa velutina"	43.348171	-8.349804	"Animalia"	"Arthropoda"	"Insecta"
"126"	1311477	"Vespa velutina"	43.324361	-1.963894	"Animalia"	"Arthropoda"	"Insecta"
"127"	1311477	"Vespa velutina"	50.80593	2.703323	"Animalia"	"Arthropoda"	"Insecta"
"128"	1311477	"Vespa velutina"	43.422394	-2.821684	"Animalia"	"Arthropoda"	"Insecta"
"129"	1311477	"Vespa velutina"	51.711639	6.084419	"Animalia"	"Arthropoda"	"Insecta"
"130"	1311477	"Vespa velutina"	43.259498	-8.417606	"Animalia"	"Arthropoda"	"Insecta"
"131"	1311477	"Vespa velutina"	48.89204	2.61637	"Animalia"	"Arthropoda"	"Insecta"
"132"	1311477	"Vespa velutina"	42.498245	-8.881432	"Animalia"	"Arthropoda"	"Insecta"
"133"	1311477	"Vespa velutina"	43.148118	-1.514025	"Animalia"	"Arthropoda"	"Insecta"
"134"	1311477	"Vespa velutina"	43.278135	-2.932743	"Animalia"	"Arthropoda"	"Insecta"
"135"	1311477	"Vespa velutina"	45.042569	5.048558	"Animalia"	"Arthropoda"	"Insecta"
"136"	1311477	"Vespa velutina"	50.965276	2.514375	"Animalia"	"Arthropoda"	"Insecta"
"137"	1311477	"Vespa velutina"	43.482717	-1.491858	"Animalia"	"Arthropoda"	"Insecta"
"138"	1311477	"Vespa velutina"	42.812424	-1.611281	"Animalia"	"Arthropoda"	"Insecta"
"139"	1311477	"Vespa velutina"	43.536279	-5.671237	"Animalia"	"Arthropoda"	"Insecta"
"140"	1311477	"Vespa velutina"	50.623426	3.05745	"Animalia"	"Arthropoda"	"Insecta"
"141"	1311477	"Vespa velutina"	49.009381	8.405162	"Animalia"	"Arthropoda"	"Insecta"
"142"	1311477	"Vespa velutina"	43.391156	-8.323069	"Animalia"	"Arthropoda"	"Insecta"
"143"	1311477	"Vespa velutina"	43.195183	6.565594	"Animalia"	"Arthropoda"	"Insecta"
"144"	1311477	"Vespa velutina"	42.816177	-1.681992	"Animalia"	"Arthropoda"	"Insecta"
"145"	1311477	"Vespa velutina"	38.692487	-9.224168	"Animalia"	"Arthropoda"	"Insecta"
"146"	1311477	"Vespa velutina"	43.600003	6.705833	"Animalia"	"Arthropoda"	"Insecta"
"147"	1311477	"Vespa velutina"	41.516547	1.876602	"Animalia"	"Arthropoda"	"Insecta"
"148"	1311477	"Vespa velutina"	46.921361	3.925616	"Animalia"	"Arthropoda"	"Insecta"
"149"	1311477	"Vespa velutina"	48.43656	-0.49693	"Animalia"	"Arthropoda"	"Insecta"
"150"	1311477	"Vespa velutina"	50.106483	8.551053	"Animalia"	"Arthropoda"	"Insecta"
"151"	1311477	"Vespa velutina"	43.4742	6.3226	"Animalia"	"Arthropoda"	"Insecta"
"152"	1311477	"Vespa velutina"	43.540459	-7.051951	"Animalia"	"Arthropoda"	"Insecta"
"153"	1311477	"Vespa velutina"	42.755438	-1.773715	"Animalia"	"Arthropoda"	"Insecta"
"154"	1311477	"Vespa velutina"	41.876544	3.177147	"Animalia"	"Arthropoda"	"Insecta"
"155"	1311477	"Vespa velutina"	51.069791	2.490235	"Animalia"	"Arthropoda"	"Insecta"
"156"	1311477	"Vespa velutina"	41.419091	2.178236	"Animalia"	"Arthropoda"	"Insecta"
"157"	1311477	"Vespa velutina"	43.258714	-3.467871	"Animalia"	"Arthropoda"	"Insecta"
"158"	1311477	"Vespa velutina"	43.215134	5.53712	"Animalia"	"Arthropoda"	"Insecta"
"159"	1311477	"Vespa velutina"	48.58542	2.22818	"Animalia"	"Arthropoda"	"Insecta"
"160"	1311477	"Vespa velutina"	48.64161	2.22794	"Animalia"	"Arthropoda"	"Insecta"
"161"	1311477	"Vespa velutina"	48.62931	2.07985	"Animalia"	"Arthropoda"	"Insecta"
"162"	1311477	"Vespa velutina"	48.65472	2.30801	"Animalia"	"Arthropoda"	"Insecta"
"163"	1311477	"Vespa velutina"	48.6314	2.31418	"Animalia"	"Arthropoda"	"Insecta"
"164"	1311477	"Vespa velutina"	48.65415	2.30558	"Animalia"	"Arthropoda"	"Insecta"
"165"	1311477	"Vespa velutina"	48.70005	2.38166	"Animalia"	"Arthropoda"	"Insecta"
"166"	1311477	"Vespa velutina"	48.6286	2.29564	"Animalia"	"Arthropoda"	"Insecta"
"167"	1311477	"Vespa velutina"	48.58555	2.22828	"Animalia"	"Arthropoda"	"Insecta"
"168"	1311477	"Vespa velutina"	48.59855	2.26178	"Animalia"	"Arthropoda"	"Insecta"
"169"	1311477	"Vespa velutina"	48.66866	2.32526	"Animalia"	"Arthropoda"	"Insecta"
"170"	1311477	"Vespa velutina"	48.61851	2.2902	"Animalia"	"Arthropoda"	"Insecta"
"171"	1311477	"Vespa velutina"	48.65084	2.30061	"Animalia"	"Arthropoda"	"Insecta"
"172"	1311477	"Vespa velutina"	48.74466	2.23085	"Animalia"	"Arthropoda"	"Insecta"
"173"	1311477	"Vespa velutina"	48.67889	2.36475	"Animalia"	"Arthropoda"	"Insecta"
"174"	1311477	"Vespa velutina"	48.6675	2.32935	"Animalia"	"Arthropoda"	"Insecta"
"175"	1311477	"Vespa velutina"	48.70018	2.38189	"Animalia"	"Arthropoda"	"Insecta"
"176"	1311477	"Vespa velutina"	48.69954	2.38143	"Animalia"	"Arthropoda"	"Insecta"
"177"	1311477	"Vespa velutina"	48.66285	2.31622	"Animalia"	"Arthropoda"	"Insecta"
"178"	1311477	"Vespa velutina"	48.63409	2.29988	"Animalia"	"Arthropoda"	"Insecta"
"179"	1311477	"Vespa velutina"	48.69712	2.37955	"Animalia"	"Arthropoda"	"Insecta"
"180"	1311477	"Vespa velutina"	48.58129	2.16617	"Animalia"	"Arthropoda"	"Insecta"
"181"	1311477	"Vespa velutina"	48.61813	2.28484	"Animalia"	"Arthropoda"	"Insecta"
"182"	1311477	"Vespa velutina"	48.59785	2.26199	"Animalia"	"Arthropoda"	"Insecta"
"183"	1311477	"Vespa velutina"	48.6551	2.19316	"Animalia"	"Arthropoda"	"Insecta"
"184"	1311477	"Vespa velutina"	48.6674	2.32912	"Animalia"	"Arthropoda"	"Insecta"
"185"	1311477	"Vespa velutina"	48.2752	-3.59346	"Animalia"	"Arthropoda"	"Insecta"
"186"	1311477	"Vespa velutina"	48.87419	2.25776	"Animalia"	"Arthropoda"	"Insecta"
"187"	1311477	"Vespa velutina"	42.77094	0.60645	"Animalia"	"Arthropoda"	"Insecta"
"188"	1311477	"Vespa velutina"	51.188068	4.445523	"Animalia"	"Arthropoda"	"Insecta"
"189"	1311477	"Vespa velutina"	51.290198	4.458545	"Animalia"	"Arthropoda"	"Insecta"
"190"	1311477	"Vespa velutina"	50.788857	3.238162	"Animalia"	"Arthropoda"	"Insecta"
"191"	1311477	"Vespa velutina"	49.449028	1.109905	"Animalia"	"Arthropoda"	"Insecta"
"192"	1311477	"Vespa velutina"	50.932916	4.046018	"Animalia"	"Arthropoda"	"Insecta"
"193"	1311477	"Vespa velutina"	43.194091	6.009248	"Animalia"	"Arthropoda"	"Insecta"
"194"	1311477	"Vespa velutina"	43.0513	-9.155214	"Animalia"	"Arthropoda"	"Insecta"
"195"	1311477	"Vespa velutina"	51.120385	4.482027	"Animalia"	"Arthropoda"	"Insecta"
"196"	1311477	"Vespa velutina"	51.293468	4.466794	"Animalia"	"Arthropoda"	"Insecta"
"197"	1311477	"Vespa velutina"	45.739133	4.855807	"Animalia"	"Arthropoda"	"Insecta"
"198"	1311477	"Vespa velutina"	50.736271	4.305523	"Animalia"	"Arthropoda"	"Insecta"
"199"	1311477	"Vespa velutina"	51.049393	3.742231	"Animalia"	"Arthropoda"	"Insecta"
"200"	1311477	"Vespa velutina"	51.019343	3.661655	"Animalia"	"Arthropoda"	"Insecta"
"201"	1311477	"Vespa velutina"	40.929884	-8.242262	"Animalia"	"Arthropoda"	"Insecta"
"202"	1311477	"Vespa velutina"	41.431929	2.167555	"Animalia"	"Arthropoda"	"Insecta"
"203"	1311477	"Vespa velutina"	50.865666	4.082526	"Animalia"	"Arthropoda"	"Insecta"
"204"	1311477	"Vespa velutina"	51.19356	3.233562	"Animalia"	"Arthropoda"	"Insecta"
"205"	1311477	"Vespa velutina"	45.761894	4.825859	"Animalia"	"Arthropoda"	"Insecta"
"206"	1311477	"Vespa velutina"	50.901886	4.739055	"Animalia"	"Arthropoda"	"Insecta"
"207"	1311477	"Vespa velutina"	51.095512	2.581165	"Animalia"	"Arthropoda"	"Insecta"
"208"	1311477	"Vespa velutina"	50.799976	3.270798	"Animalia"	"Arthropoda"	"Insecta"
"209"	1311477	"Vespa velutina"	50.811432	4.840062	"Animalia"	"Arthropoda"	"Insecta"
"210"	1311477	"Vespa velutina"	48.716103	-3.971086	"Animalia"	"Arthropoda"	"Insecta"
"211"	1311477	"Vespa velutina"	51.130488	3.662074	"Animalia"	"Arthropoda"	"Insecta"
"212"	1311477	"Vespa velutina"	50.877491	3.29298	"Animalia"	"Arthropoda"	"Insecta"
"213"	1311477	"Vespa velutina"	51.107713	2.657143	"Animalia"	"Arthropoda"	"Insecta"
"214"	1311477	"Vespa velutina"	47.327642	0.984484	"Animalia"	"Arthropoda"	"Insecta"
"215"	1311477	"Vespa velutina"	44.016613	3.818903	"Animalia"	"Arthropoda"	"Insecta"
"216"	1311477	"Vespa velutina"	40.532409	-8.636444	"Animalia"	"Arthropoda"	"Insecta"
"217"	1311477	"Vespa velutina"	50.793773	3.278538	"Animalia"	"Arthropoda"	"Insecta"
"218"	1311477	"Vespa velutina"	51.197803	3.236554	"Animalia"	"Arthropoda"	"Insecta"
"219"	1311477	"Vespa velutina"	49.379288	8.566528	"Animalia"	"Arthropoda"	"Insecta"
"220"	1311477	"Vespa velutina"	43.611017	3.881005	"Animalia"	"Arthropoda"	"Insecta"
"221"	1311477	"Vespa velutina"	50.756441	4.303293	"Animalia"	"Arthropoda"	"Insecta"
"222"	1311477	"Vespa velutina"	41.304908	-8.733622	"Animalia"	"Arthropoda"	"Insecta"
"223"	1311477	"Vespa velutina"	50.971344	3.548889	"Animalia"	"Arthropoda"	"Insecta"
"224"	1311477	"Vespa velutina"	51.069746	4.454555	"Animalia"	"Arthropoda"	"Insecta"
"225"	1311477	"Vespa velutina"	51.003903	3.708864	"Animalia"	"Arthropoda"	"Insecta"
"226"	1311477	"Vespa velutina"	46.515572	6.506658	"Animalia"	"Arthropoda"	"Insecta"
"227"	1311477	"Vespa velutina"	41.260342	-8.719395	"Animalia"	"Arthropoda"	"Insecta"
"228"	1311477	"Vespa velutina"	51.205312	3.34465	"Animalia"	"Arthropoda"	"Insecta"
"229"	1311477	"Vespa velutina"	51.151385	4.143676	"Animalia"	"Arthropoda"	"Insecta"
"230"	1311477	"Vespa velutina"	50.976935	4.273986	"Animalia"	"Arthropoda"	"Insecta"
"231"	1311477	"Vespa velutina"	45.773767	5.873745	"Animalia"	"Arthropoda"	"Insecta"
"232"	1311477	"Vespa velutina"	50.99764	3.65692	"Animalia"	"Arthropoda"	"Insecta"
"233"	1311477	"Vespa velutina"	51.045751	3.704149	"Animalia"	"Arthropoda"	"Insecta"
"234"	1311477	"Vespa velutina"	51.126911	4.22955	"Animalia"	"Arthropoda"	"Insecta"
"235"	1311477	"Vespa velutina"	50.973177	3.732527	"Animalia"	"Arthropoda"	"Insecta"
"236"	1311477	"Vespa velutina"	42.6342	2.757314	"Animalia"	"Arthropoda"	"Insecta"
"237"	1311477	"Vespa velutina"	50.849277	2.995039	"Animalia"	"Arthropoda"	"Insecta"
"238"	1311477	"Vespa velutina"	50.760949	3.666551	"Animalia"	"Arthropoda"	"Insecta"
"239"	1311477	"Vespa velutina"	50.88979	5.635755	"Animalia"	"Arthropoda"	"Insecta"
"240"	1311477	"Vespa velutina"	50.993067	4.687663	"Animalia"	"Arthropoda"	"Insecta"
"241"	1311477	"Vespa velutina"	44.850242	-0.578858	"Animalia"	"Arthropoda"	"Insecta"
"242"	1311477	"Vespa velutina"	51.185322	4.425952	"Animalia"	"Arthropoda"	"Insecta"
"243"	1311477	"Vespa velutina"	50.97624	4.272984	"Animalia"	"Arthropoda"	"Insecta"
"244"	1311477	"Vespa velutina"	43.439328	1.667838	"Animalia"	"Arthropoda"	"Insecta"
"245"	1311477	"Vespa velutina"	51.107591	3.189039	"Animalia"	"Arthropoda"	"Insecta"
"246"	1311477	"Vespa velutina"	50.902461	3.192604	"Animalia"	"Arthropoda"	"Insecta"
"247"	1311477	"Vespa velutina"	42.135622	-8.701004	"Animalia"	"Arthropoda"	"Insecta"
"248"	1311477	"Vespa velutina"	50.992646	4.68364	"Animalia"	"Arthropoda"	"Insecta"
"249"	1311477	"Vespa velutina"	49.571713	0.464069	"Animalia"	"Arthropoda"	"Insecta"
"250"	1311477	"Vespa velutina"	50.715373	4.396367	"Animalia"	"Arthropoda"	"Insecta"
"251"	1311477	"Vespa velutina"	50.907904	4.666765	"Animalia"	"Arthropoda"	"Insecta"
"252"	1311477	"Vespa velutina"	50.863988	3.401896	"Animalia"	"Arthropoda"	"Insecta"
"253"	1311477	"Vespa velutina"	50.771613	3.885237	"Animalia"	"Arthropoda"	"Insecta"
"254"	1311477	"Vespa velutina"	41.132609	0.819057	"Animalia"	"Arthropoda"	"Insecta"
"255"	1311477	"Vespa velutina"	50.908391	4.194822	"Animalia"	"Arthropoda"	"Insecta"
"256"	1311477	"Vespa velutina"	49.450192	6.763722	"Animalia"	"Arthropoda"	"Insecta"
"257"	1311477	"Vespa velutina"	49.515024	5.93271	"Animalia"	"Arthropoda"	"Insecta"
"258"	1311477	"Vespa velutina"	50.904483	4.200156	"Animalia"	"Arthropoda"	"Insecta"
"259"	1311477	"Vespa velutina"	50.81284	3.333168	"Animalia"	"Arthropoda"	"Insecta"
"260"	1311477	"Vespa velutina"	50.995437	4.552961	"Animalia"	"Arthropoda"	"Insecta"
"261"	1311477	"Vespa velutina"	47.741287	-3.420236	"Animalia"	"Arthropoda"	"Insecta"
"262"	1311477	"Vespa velutina"	43.961569	4.807047	"Animalia"	"Arthropoda"	"Insecta"
"263"	1311477	"Vespa velutina"	40.302104	-8.231056	"Animalia"	"Arthropoda"	"Insecta"
"264"	1311477	"Vespa velutina"	51.105356	4.728457	"Animalia"	"Arthropoda"	"Insecta"
"265"	1311477	"Vespa velutina"	50.969523	4.039794	"Animalia"	"Arthropoda"	"Insecta"
"266"	1311477	"Vespa velutina"	39.513514	-9.096496	"Animalia"	"Arthropoda"	"Insecta"
"267"	1311477	"Vespa velutina"	51.138291	4.452095	"Animalia"	"Arthropoda"	"Insecta"
"268"	1311477	"Vespa velutina"	43.718827	7.279271	"Animalia"	"Arthropoda"	"Insecta"
"269"	1311477	"Vespa velutina"	51.060595	3.748048	"Animalia"	"Arthropoda"	"Insecta"
"270"	1311477	"Vespa velutina"	51.072153	2.674652	"Animalia"	"Arthropoda"	"Insecta"
"271"	1311477	"Vespa velutina"	40.710992	-8.344069	"Animalia"	"Arthropoda"	"Insecta"
