"speciesKey";"acceptedScientificName";"year_begin";"year_end";"gbif_download_key";"gbif_download_created";"projectname"
1311477;"Vespa velutina";"1971";"2025";"0023851-250127130748423";"2025-02-11 16:10:41";"Buffered_occurrences_FINAL"
